_system_object_id,preview_url,original_download_url,original_url
172674,https://collections.gta.arch.ethz.ch/eas/partitions-inline/2/0/25000/25381/a6733f7f5534b982fc1db4fa3c43fb40881d32cb/image/jpeg,https://collections.gta.arch.ethz.ch/eas/partitions/1/0/25000/25381/36534904bc1161ddacd87859505694929e59a66a/image/jpeg/20_0178_HSTH134a.jpg,https://collections.gta.arch.ethz.ch/eas/partitions-inline/1/0/25000/25381/36534904bc1161ddacd87859505694929e59a66a/image/jpeg
173759,https://collections.gta.arch.ethz.ch/eas/partitions-inline/2/0/26000/26589/fb185d52ad2877e57c4b4216eae5ddaeada50501/image/jpeg,https://collections.gta.arch.ethz.ch/eas/partitions/1/0/26000/26589/e880034eb2450eb1584bb6760885c452be69fcd7/image/jpeg/182_FX_18_4.1.jpg,https://collections.gta.arch.ethz.ch/eas/partitions-inline/1/0/26000/26589/e880034eb2450eb1584bb6760885c452be69fcd7/image/jpeg
174836,https://collections.gta.arch.ethz.ch/eas/partitions-inline/2/0/27000/27675/8b18863837e0ec974ce570ad5dd3b2c5cc28aba1/image/jpeg,https://collections.gta.arch.ethz.ch/eas/partitions/1/0/27000/27675/db8e99c6796d321054a37e9c5086caf21aef3452/image/jpeg/90_NST_3.3.jpg,https://collections.gta.arch.ethz.ch/eas/partitions-inline/1/0/27000/27675/db8e99c6796d321054a37e9c5086caf21aef3452/image/jpeg
175928,https://collections.gta.arch.ethz.ch/eas/partitions-inline/2/0/28000/28776/02babf40334bdfeb65f34dc3c77f5b2775c25cb9/image/jpeg,https://collections.gta.arch.ethz.ch/eas/partitions/1/0/28000/28776/852e76eadcf9b5d8b244e4d3fa3a0c4b980ef028/image/jpeg/100_0157_F_Div_7.jpg,https://collections.gta.arch.ethz.ch/eas/partitions-inline/1/0/28000/28776/852e76eadcf9b5d8b244e4d3fa3a0c4b980ef028/image/jpeg
177049,https://collections.gta.arch.ethz.ch/eas/partitions-inline/2/0/35000/35840/6c5dd579d05c0a688001d8a15cf2b7faafb5979b/image/jpeg,https://collections.gta.arch.ethz.ch/eas/partitions/1/0/35000/35840/1c2acde0b4566b716f2da9aef4ef73bdb97aeb2b/image/jpeg/126_024_M_4_F.2.jpg,https://collections.gta.arch.ethz.ch/eas/partitions-inline/1/0/35000/35840/1c2acde0b4566b716f2da9aef4ef73bdb97aeb2b/image/jpeg
178099,https://collections.gta.arch.ethz.ch/eas/partitions-inline/2/0/37000/37258/f87e416c4d5974e6dea1b647152e249ad8a1fb9e/image/jpeg,https://collections.gta.arch.ethz.ch/eas/partitions/1/0/37000/37258/d5482a96a684145f34d4d773b4e3a93f8bc157e7/image/jpeg/43_F_DNS_70_24.4.jpg,https://collections.gta.arch.ethz.ch/eas/partitions-inline/1/0/37000/37258/d5482a96a684145f34d4d773b4e3a93f8bc157e7/image/jpeg
179189,https://collections.gta.arch.ethz.ch/eas/partitions-inline/2/0/38000/38369/f734adf7c71a0c7d983fa0a9929815fc703090a8/image/jpeg,https://collections.gta.arch.ethz.ch/eas/partitions/1/0/38000/38369/57e6bf98134df8a5b2773b0938af11d87c8fabb3/image/jpeg/191_Oechslin.7.jpg,https://collections.gta.arch.ethz.ch/eas/partitions-inline/1/0/38000/38369/57e6bf98134df8a5b2773b0938af11d87c8fabb3/image/jpeg
180247,https://collections.gta.arch.ethz.ch/eas/partitions-inline/2/0/39000/39427/9f5b9789f33052f053a85c6b507e806637d06583/image/jpeg,https://collections.gta.arch.ethz.ch/eas/partitions/1/0/39000/39427/e9e4c18e8fe9dbe2391385a4e823517276ff0fd9/image/jpeg/104.257.jpg,https://collections.gta.arch.ethz.ch/eas/partitions-inline/1/0/39000/39427/e9e4c18e8fe9dbe2391385a4e823517276ff0fd9/image/jpeg
181320,https://collections.gta.arch.ethz.ch/eas/partitions-inline/2/0/40000/40504/11b9a83fd72d85858c4b5700da9d1707e518e534/image/jpeg,https://collections.gta.arch.ethz.ch/eas/partitions/1/0/40000/40504/1e7dfe03801d3dda677076e6e1d154a4ae62213b/image/jpeg/100_0159_467.jpg,https://collections.gta.arch.ethz.ch/eas/partitions-inline/1/0/40000/40504/1e7dfe03801d3dda677076e6e1d154a4ae62213b/image/jpeg
182401,https://collections.gta.arch.ethz.ch/eas/partitions-inline/2/0/41000/41591/c89f6b75f0d8cdc146df2ea4e16acf675f9ad902/image/jpeg,https://collections.gta.arch.ethz.ch/eas/partitions/1/0/41000/41591/2fd4fb331109d5d436138ed2f1387141f28e9e2a/image/jpeg/100_0161_208a.jpg,https://collections.gta.arch.ethz.ch/eas/partitions-inline/1/0/41000/41591/2fd4fb331109d5d436138ed2f1387141f28e9e2a/image/jpeg
